NA,
Time (s),Intensity (a.u.)
0.100000002,93.01112366
0.300000012,93.23744965
0.5,91.86048126
0.699999988,93.15817261
0.900000036,93.47306061
1.100000024,92.31483459
1.300000072,92.06687164
1.5,93.45578766
1.700000048,94.78387451
1.899999976,94.74295044
2.100000143,91.74723816
2.299999952,92.00904083
2.5,93.34428406
2.700000048,92.04188538
2.900000095,91.93707275
3.100000143,93.92983246
3.299999952,92.83245087
3.5,93.64588928
3.700000048,92.40354919
3.900000095,92.26895905
4.099999905,93.5922699
4.300000191,92.61270905
4.5,92.5504837
4.700000286,93.42002869
4.900000095,93.21876526
5.099999905,92.90911865
5.300000191,93.47557831
5.5,92.54550171
5.700000286,94.06243134
5.900000095,93.00631714
6.099999905,92.59509277
6.300000191,93.36087799
6.5,93.92562103
6.700000286,94.54286957
6.900000095,93.0497818
7.099999905,93.45855713
7.300000191,92.87486267
7.5,93.13980865
7.700000286,93.33624268
7.900000095,93.96736908
8.100000381,94.92340851
8.300000191,93.48168182
8.5,93.19260406
8.699999809,93.2053833
8.900000572,93.59862518
9.100000381,93.90871429
9.300000191,94.12631989
9.5,93.9809494
9.699999809,93.80525208
9.900000572,94.43496704
10.10000038,94.41298676
10.30000019,94.04927063
10.5,94.96138
10.69999981,93.7069397
10.90000057,95.02734375
11.10000038,93.48290253
11.30000019,93.5825119
11.5,94.49120331
11.69999981,94.19857788
11.90000057,94.44367218
12.10000038,94.51333618
12.30000019,94.28993225
12.5,94.53393555
12.69999981,95.86880493
12.90000057,94.51729584
13.10000038,94.75470734
13.30000019,95.01509094
13.5,94.50064087
13.69999981,94.29324341
13.90000057,95.12857819
14.10000038,94.5826416
14.30000019,94.00415802
14.5,95.63105774
14.69999981,95.68675232
14.90000057,94.52867889
15.10000038,94.04868317
15.30000019,94.26634979
15.5,95.57403564
15.69999981,93.73879242
15.90000057,94.5181427
16.10000038,94.72681427
16.30000114,95.33971405
16.5,94.0351181
16.70000076,94.61309814
16.89999962,94.92202759
17.10000038,95.08942413
17.30000114,94.60482788
17.5,95.55093384
17.70000076,95.06933594
17.89999962,94.46544647
18.10000038,94.83921814
18.30000114,95.18921661
18.5,93.85126495
18.70000076,95.34155273
18.89999962,95.05245209
19.10000038,95.78759766
19.30000114,95.53734589
19.5,95.60109711
19.70000076,95.1631012
19.89999962,94.93093109
20.10000038,95.78266144
20.30000114,95.56376648
20.5,95.41066742
20.70000076,96.63869476
20.89999962,96.27592468
21.10000038,95.67472076
21.30000114,95.17983246
21.5,95.72498322
21.70000076,95.75648499
21.89999962,94.74928284
22.10000038,95.2677002
22.30000114,95.97987366
22.5,95.55209351
22.70000076,95.85273743
22.89999962,96.01337433
23.10000038,96.50447083
23.30000114,95.74412537
23.5,95.98202515
23.70000076,96.03012848
23.89999962,97.5279007
24.10000038,96.429245
24.30000114,95.35051727
24.5,95.72241974
24.70000076,97.21859741
24.89999962,96.82389832
25.10000038,94.19835663
25.30000114,96.52689362
25.5,96.4102478
25.70000076,95.66617584
25.89999962,96.70281982
26.10000038,95.93823242
26.30000114,95.6953125
26.5,95.96844482
26.70000076,97.12219238
26.89999962,95.97984314
27.10000038,96.71848297
27.30000114,96.80541229
27.5,96.42868042
27.70000076,96.25641632
27.89999962,96.87858582
