OA + 50uM NB65 + TBS,
52.90000153,102.2657013
53.10000229,103.9881363
53.29999924,103.956665
53.5,103.4132767
53.70000076,101.8304901
53.90000153,102.6432648
54.10000229,102.3542557
54.29999924,100.8189545
54.5,99.69250488
54.70000076,99.86722565
54.90000153,100.1970062
55.10000229,100.6604919
55.29999924,99.22247314
55.5,101.8590317
55.70000076,100.8610916
55.90000153,100.3316956
56.10000229,101.288681
56.29999924,102.1244278
56.5,101.4576263
56.70000076,100.1883545
56.90000153,100.947876
57.10000229,99.57194519
57.29999924,99.81484985
57.5,101.0279083
57.70000076,99.1687851
57.90000153,99.52670288
58.10000229,99.6056366
58.29999924,101.3951111
58.5,99.99058533
58.70000076,99.51712799
58.90000153,101.1522751
59.10000229,100.6710052
59.29999924,100.4910507
59.5,100.6774216
59.70000076,100.3195953
59.90000153,102.3538284
60.10000229,101.8858414
60.29999924,101.1697845
60.5,100.4315643
60.70000076,100.4108353
60.90000153,101.2010117
61.10000229,101.5525589
61.29999924,101.0807266
61.5,100.389061
61.70000076,100.6258469
61.90000153,101.0577927
62.10000229,101.0462723
62.29999924,102.9587402
62.5,100.6508942
62.70000076,101.0837326
62.90000153,102.7291183
63.10000229,101.7860947
63.29999924,101.6574707
63.5,101.7389832
63.70000076,101.8591003
63.90000153,102.2188644
64.09999847,102.2922211
64.30000305,101.7848663
64.5,101.7261124
64.70000458,101.4184952
64.90000153,102.2181702
65.09999847,101.7950439
65.30000305,102.5662384
65.5,101.8965378
65.70000458,101.9926453
65.90000153,103.1214142
66.09999847,103.3464432
66.30000305,103.4151001
66.5,102.0290833
66.70000458,102.383606
66.90000153,103.1608276
67.09999847,103.8354645
67.30000305,103.9649658
67.5,103.0435562
67.70000458,102.890358
67.90000153,103.6139069
68.09999847,103.4143066
68.30000305,102.0981827
68.5,101.7173615
68.70000458,102.035881
68.90000153,102.5079803
69.09999847,102.8064804
69.30000305,103.4099197
69.5,103.398941
69.70000458,103.4815979
69.90000153,102.8503418
70.09999847,102.8851624
70.30000305,102.3809204
70.5,102.5775986
70.70000458,103.4450302
70.90000153,103.713295
71.09999847,103.1620636
71.30000305,103.2901382
71.5,103.8655624
71.70000458,102.0815735
71.90000153,103.4528122
72.09999847,103.254509
72.30000305,102.579277
72.5,103.0221024
72.70000458,102.9470749
72.90000153,102.7236328
73.09999847,103.8799286
73.30000305,104.0473328
73.5,103.222702
73.70000458,104.3114166
73.90000153,103.9225769
74.09999847,103.3140869
74.30000305,104.9478836
74.5,104.3648911
74.70000458,102.897049
74.90000153,102.8157959
75.09999847,103.0203857
75.30000305,104.1323013
75.5,102.8525848
75.70000458,103.677887
75.90000153,104.367897
76.09999847,103.5695496
76.30000305,103.7593842
76.5,105.8134384
76.70000458,103.6140518
76.90000153,105.2745132
77.09999847,103.146698
77.30000305,104.6420364
77.5,104.0270462
77.70000458,103.8846436
77.90000153,104.5034256
78.09999847,104.4807281
78.30000305,103.1214294
78.5,104.2503433
78.70000458,104.3439407
78.90000153,104.7746048
79.09999847,103.0087433
79.30000305,105.1136932
79.5,104.7737885
79.70000458,103.2540588
79.90000153,102.5617905
80.09999847,104.0181656
80.30000305,104.1833344
80.5,103.8367004
80.70000458,104.7305069
80.90000153,103.8259659
81.09999847,104.5313339
81.30000305,104.7550049
81.5,104.605629
81.70000458,104.3013763
81.90000153,104.594162
82.09999847,104.3092957
82.30000305,104.0054932
82.5,104.3798294
82.70000458,104.9230652
82.90000153,104.2019577
83.09999847,104.6654968
83.30000305,105.5797501
83.5,105.3746796
83.70000458,104.2525482
83.90000153,104.3903503
84.09999847,104.6665802
84.30000305,103.9461823
84.5,105.4454956
84.70000458,104.6505966
84.90000153,105.5076599
85.09999847,105.3022232
85.30000305,104.7182388
85.5,104.8741837
85.70000458,106.1065369
85.90000153,104.2383957
86.09999847,104.1181564
86.30000305,104.1507568
86.5,105.8331146
86.70000458,105.7945786
86.90000153,104.7385178
87.09999847,104.2606201
87.30000305,104.484108
87.5,104.5177536
87.70000458,104.75634
87.90000153,104.9447479
88.09999847,104.5496292
88.30000305,104.6536865
88.5,103.910408
88.70000458,106.6100388
88.90000153,104.9986038
89.09999847,105.8847122
89.30000305,104.93853
89.5,106.0129089
89.70000458,105.401741
89.90000153,106.1914749
90.09999847,105.4225006
90.30000305,105.3154602
90.5,106.7183151
90.70000458,105.1124191
90.90000153,104.7009811
91.09999847,106.6006241
91.30000305,105.386879
91.5,106.1124954
91.70000458,105.1382294
91.90000153,104.9595261
92.09999847,106.4381866
92.30000305,105.3678894
92.5,106.6609192
92.70000458,105.7243195
92.90000153,105.7963867
93.09999847,106.1754532
93.30000305,104.9436188
93.5,104.4292068
93.70000458,105.5049591
93.90000153,106.4702759
94.09999847,106.5502625
94.30000305,105.6948013
94.5,105.6654358
94.70000458,105.5576096
94.90000153,105.8772507
95.09999847,105.236702
95.30000305,105.7137299
95.5,104.4897919
95.70000458,105.7215729
95.90000153,105.9855423
96.09999847,105.6310272
96.30000305,106.0750732
96.5,104.9335632
96.70000458,106.1173706
96.90000153,106.1155167
97.09999847,105.6609116
97.30000305,105.2563477
97.5,105.8573151
97.70000458,106.0208893
97.90000153,105.4668884
98.09999847,105.2899475
98.30000305,105.9256058
98.5,106.3735123
98.70000458,106.4330444
98.90000153,105.8632431
99.09999847,105.7788315
99.30000305,106.2674637
99.5,104.6219025
99.70000458,106.8886719
99.90000153,104.9394455
100.0999985,106.9799576
100.3000031,106.7714996
100.5,98.54784393
100.7000046,93.01303864
100.9000015,104.9742661
101.0999985,103.794632
101.3000031,103.2802124
101.5,102.7030334
101.7000046,104.0553436
101.9000015,102.596756
102.0999985,102.715889
102.3000031,102.9283371
102.5,104.6236343
102.7000046,103.3301544
102.9000015,103.9730072
103.0999985,104.6950302
103.3000031,103.3858566
103.5,103.6308975
103.7000046,103.5677567
103.9000015,103.6565399
104.0999985,104.1905441
104.3000031,103.2692261
104.5,103.6380234
104.7000046,103.3196259
104.9000015,104.1787262
105.0999985,103.2455978
105.3000031,104.2309189
105.5,104.8294296
105.7000046,103.3093719
105.9000015,104.9556427
106.0999985,106.1062698
106.3000031,107.1141052
106.5,107.3213959
106.7000046,106.6104965
106.9000015,107.0459213
107.0999985,106.9194336
107.3000031,107.3933868
107.5,106.5333939
107.7000046,105.4212265
107.9000015,107.2957077
108.0999985,104.9268417
108.3000031,106.1025085
108.5,104.2786102
108.7000046,105.1281509
108.9000015,104.0937653
109.0999985,104.5507278
109.3000031,103.1898727
109.5,103.9870758
109.7000046,104.4284058
109.9000015,103.8122101
110.0999985,103.2589188
110.3000031,103.2058105
110.5,103.118454
110.7000046,103.6117477
110.9000015,103.2471771
111.0999985,104.2432709
111.3000031,104.4216385
111.5,103.2531586
111.7000046,103.575386
111.9000015,103.1493301
112.0999985,103.897522
112.3000031,103.0469971
112.5,104.633461
112.7000046,103.6397324
112.9000015,103.3493423
113.0999985,102.8260803
113.3000031,104.0105896
113.5,103.1091614
113.7000046,103.2524567
113.9000015,104.6090469
114.0999985,103.1334381
114.3000031,102.8835983
114.5,103.0745621
114.7000046,103.8333511
114.9000015,103.4468765
115.0999985,103.7005386
115.3000031,103.4151306
115.5,103.7280197
115.7000046,104.0900803
115.9000015,102.8099289
116.0999985,104.1541367
116.3000031,103.1388321
116.5,103.4874573
116.7000046,102.931221
116.9000015,104.0143433
117.0999985,103.6184692
117.3000031,103.5814514
117.5,103.730629
117.7000046,102.9433823
117.9000015,103.8370514
118.0999985,104.0739517
118.3000031,104.7367096
118.5,104.8705139
118.7000046,103.7650833
118.9000015,104.1375809
119.0999985,104.3626938
119.3000031,104.2783661
119.5,103.8864212
119.7000046,104.9871063
119.9000015,102.4920959
120.0999985,103.4759064
120.3000031,104.3718414
120.5,102.9498291
120.7000046,103.3777008
120.9000015,104.3530807
121.0999985,104.588295
121.3000031,103.4804993
121.5,104.3290482
121.7000046,105.1493759
121.9000015,102.9334869
122.0999985,102.7248306
122.3000031,104.3782883
122.5,103.7463684
122.7000046,103.2191315
122.9000015,102.6425781
123.0999985,104.6655045
123.3000031,103.8748322
123.5,104.8828354
123.7000046,102.0452271
123.9000015,103.6662827
124.0999985,103.6081848
124.3000031,103.9174576
124.5,103.4198151
124.7000046,105.2391434
124.9000015,103.5295258
125.0999985,103.9494553
125.3000031,103.6343231
125.5,104.4031677
125.7000046,104.3635941
125.9000015,103.9921799
126.0999985,104.9465866
126.3000031,105.4517288
126.5,104.371727
126.7000046,103.8466187
126.9000015,103.6805649
127.0999985,106.1295166
127.3000031,104.4630966
127.5,104.7196579
127.7000046,104.0890656
127.9000015,103.8206558
128.1000061,103.8777924
128.3000031,103.8530655
128.5,103.5821991
128.6999969,104.5638428
128.9000092,102.8165588
129.1000061,104.5346298
129.3000031,104.5162582
129.5,103.1137314
129.6999969,103.2266159
129.9000092,103.8313904
130.1000061,103.9262619
130.3000031,103.9473419
130.5,103.9232864
130.6999969,103.7132797
130.9000092,104.9712448
131.1000061,103.2035599
131.3000031,103.7737732
131.5,103.8602219
131.6999969,104.6481094
131.9000092,105.138916
132.1000061,104.536644
132.3000031,104.3763885
132.5,104.4809036
132.6999969,102.3122025
132.9000092,104.4739914
133.1000061,104.7749023
133.3000031,104.4922256
133.5,103.6878738
133.6999969,103.8387222
133.9000092,104.3802185
134.1000061,105.243103
134.3000031,105.1212387
134.5,104.6918411
134.6999969,103.6158524
134.9000092,105.0259781
135.1000061,105.4589844
135.3000031,104.6266785
135.5,104.4003754
135.6999969,104.2865906
135.9000092,105.2349854
136.1000061,104.5769424
136.3000031,103.9870453
136.5,104.8100891
136.6999969,104.8165054
136.9000092,106.1928635
137.1000061,104.173645
137.3000031,103.1506958
137.5,103.8279572
137.6999969,104.0933838
137.9000092,105.0642319
138.1000061,103.3662491
138.3000031,103.6140289
138.5,103.6074677
138.6999969,104.4138031
138.9000092,104.0993805
139.1000061,104.8614807
139.3000031,105.7865219
139.5,104.2418137
139.6999969,104.8003235
139.9000092,102.5995255
140.1000061,105.1921234
