OA + 25uM NB65 + TBS,
54.29999924,99.45389557
54.5,99.0428009
54.70000076,100.6677475
54.90000153,99.88406372
55.10000229,99.16512299
55.29999924,100.2900085
55.5,100.7527237
55.70000076,101.1509552
55.90000153,99.71724701
56.10000229,101.1299896
56.29999924,101.34655
56.5,101.3637009
56.70000076,100.9949875
56.90000153,101.1600418
57.10000229,101.4834366
57.29999924,101.9637375
57.5,101.0685272
57.70000076,101.4474335
57.90000153,101.4701233
58.10000229,102.6577072
58.29999924,102.9643326
58.5,104.0056458
58.70000076,104.2676163
58.90000153,106.950531
59.10000229,105.4921722
59.29999924,105.9558029
59.5,103.6509323
59.70000076,103.3011322
59.90000153,102.8994675
60.10000229,102.748909
60.29999924,102.8334274
60.5,102.5934906
60.70000076,102.9045563
60.90000153,103.2609253
61.10000229,102.105484
61.29999924,103.1857605
61.5,105.1059952
61.70000076,105.0477219
61.90000153,104.8929749
62.10000229,104.548317
62.29999924,105.1014557
62.5,105.7144547
62.70000076,105.968895
62.90000153,105.6651382
63.10000229,105.3503494
63.29999924,106.7734299
63.5,105.31353
63.70000076,105.5971603
63.90000153,104.5514755
64.09999847,105.3314438
64.30000305,104.4342194
64.5,104.4332733
64.70000458,103.6003876
64.90000153,104.6320801
65.09999847,102.3829727
65.30000305,102.5102234
65.5,104.2389984
65.70000458,103.5072937
65.90000153,102.4697189
66.09999847,103.5856628
66.30000305,104.0390396
66.5,104.4387817
66.70000458,105.7055817
66.90000153,106.3688431
67.09999847,105.2615051
67.30000305,106.2680893
67.5,103.5825653
67.70000458,104.1316986
67.90000153,104.1010132
68.09999847,103.6731415
68.30000305,102.4892426
68.5,103.6873856
68.70000458,104.8342819
68.90000153,104.8815002
69.09999847,104.1108398
69.30000305,104.692955
69.5,105.1674042
69.70000458,104.8052139
69.90000153,103.760582
70.09999847,104.1693954
70.30000305,104.5113831
70.5,103.3721695
70.70000458,104.2987518
70.90000153,104.2636871
71.09999847,104.3401031
71.30000305,103.6175842
71.5,105.307106
71.70000458,104.9963989
71.90000153,104.377037
72.09999847,103.9183121
72.30000305,104.2997742
72.5,104.1532593
72.70000458,103.9557571
72.90000153,105.7527161
73.09999847,104.5974426
73.30000305,105.4089432
73.5,103.9684448
73.70000458,104.3776627
73.90000153,105.3274536
74.09999847,104.5752335
74.30000305,104.9983063
74.5,104.4516296
74.70000458,105.0693283
74.90000153,105.1620941
75.09999847,105.4143753
75.30000305,105.884491
75.5,105.6657791
75.70000458,105.2858734
75.90000153,105.508049
76.09999847,105.9914246
76.30000305,104.6717453
76.5,105.2652512
76.70000458,105.4888153
76.90000153,105.2722549
77.09999847,106.0522766
77.30000305,105.2784882
77.5,103.7524414
77.70000458,104.7292786
77.90000153,105.1591415
78.09999847,105.1929321
78.30000305,105.8089828
78.5,105.3634033
78.70000458,106.8649063
78.90000153,106.1035614
79.09999847,105.5041656
79.30000305,108.0542679
79.5,105.234642
79.70000458,105.7465439
79.90000153,105.0055084
80.09999847,105.0569534
80.30000305,104.8002472
80.5,104.5946655
80.70000458,106.1370163
80.90000153,107.2167664
81.09999847,105.280571
81.30000305,106.0119553
81.5,105.7626953
81.70000458,105.6560593
81.90000153,105.0455322
82.09999847,105.4122238
82.30000305,106.4570999
82.5,105.9130096
82.70000458,105.179039
82.90000153,105.4332504
83.09999847,105.9105377
83.30000305,106.3170471
83.5,105.2783203
83.70000458,106.5367813
83.90000153,107.4276657
84.09999847,106.2447968
84.30000305,107.2704163
84.5,104.8637772
84.70000458,105.8606186
84.90000153,106.106514
85.09999847,106.5568771
85.30000305,106.7589111
85.5,105.4354019
85.70000458,106.8293076
85.90000153,107.0314941
86.09999847,107.1236801
86.30000305,105.4219666
86.5,107.3368301
86.70000458,106.1553802
86.90000153,106.1903381
87.09999847,106.1539078
87.30000305,106.4461136
87.5,106.4132233
87.70000458,105.9760818
87.90000153,107.3828125
88.09999847,106.2488708
88.30000305,105.1375961
88.5,107.2301712
88.70000458,106.8003082
88.90000153,106.3345871
89.09999847,106.8571014
89.30000305,106.9500656
89.5,107.1012878
89.70000458,105.628067
89.90000153,106.5232239
90.09999847,107.1094894
90.30000305,106.045929
90.5,105.788826
90.70000458,105.8021469
90.90000153,106.7404633
91.09999847,106.7554169
91.30000305,106.9297409
91.5,106.5533981
91.70000458,107.2672043
91.90000153,105.9562454
92.09999847,106.6947708
92.30000305,106.7407379
92.5,105.9249649
92.70000458,105.9032593
92.90000153,105.9727859
93.09999847,106.1179886
93.30000305,107.0615921
93.5,106.6596527
93.70000458,104.9954071
93.90000153,106.3265152
94.09999847,105.8927383
94.30000305,106.120842
94.5,107.5837555
94.70000458,107.7208176
94.90000153,106.5714035
95.09999847,106.8359299
95.30000305,106.7149811
95.5,107.01548
95.70000458,107.2682495
95.90000153,106.4337692
96.09999847,106.9662857
96.30000305,106.6844101
96.5,107.6981125
96.70000458,106.9066849
96.90000153,108.3387375
97.09999847,106.4027634
97.30000305,106.464035
97.5,107.7470169
97.70000458,107.508934
97.90000153,105.8706894
98.09999847,107.699791
98.30000305,107.4996338
98.5,106.7484894
98.70000458,107.0281677
98.90000153,107.5310135
99.09999847,107.7582779
99.30000305,107.44944
99.5,106.0303802
99.70000458,106.4748306
99.90000153,106.4740982
100.0999985,107.739975
100.3000031,99.20947266
100.5,92.45188904
100.7000046,90.26268768
100.9000015,86.6268692
101.0999985,102.4041138
101.3000031,101.4854736
101.5,100.2765732
101.7000046,101.5214844
101.9000015,100.6199799
102.0999985,101.1662445
102.3000031,100.7271729
102.5,101.7687759
102.7000046,101.1028519
102.9000015,101.4988937
103.0999985,101.5825195
103.3000031,102.5798111
103.5,102.6064072
103.7000046,103.3275909
103.9000015,102.9314575
104.0999985,103.2849655
104.3000031,104.5165024
104.5,103.7195816
104.7000046,102.7129974
104.9000015,103.9064407
105.0999985,103.7049789
105.3000031,104.4904404
105.5,103.5302887
105.7000046,102.8763351
105.9000015,104.2884979
106.0999985,104.2420731
106.3000031,104.4826508
106.5,104.7719727
106.7000046,105.3210373
106.9000015,104.8538284
107.0999985,104.696785
107.3000031,105.9002457
107.5,104.8461761
107.7000046,105.9919891
107.9000015,105.5585556
108.0999985,104.5044861
108.3000031,104.1029282
108.5,105.2759094
108.7000046,105.6850891
108.9000015,105.8922424
109.0999985,106.3819122
109.3000031,105.4060898
109.5,104.9134369
109.7000046,106.6541443
109.9000015,104.9338684
110.0999985,104.6574707
110.3000031,105.5970535
110.5,105.3207626
110.7000046,104.6874542
110.9000015,106.5688553
111.0999985,105.7430496
111.3000031,105.7573013
111.5,105.3219604
111.7000046,106.3605042
111.9000015,106.2473526
112.0999985,106.0566025
112.3000031,106.4634705
112.5,105.4709473
112.7000046,105.1885834
112.9000015,106.879364
113.0999985,107.2755661
113.3000031,106.3647385
113.5,107.4269104
113.7000046,107.1174164
113.9000015,105.3342819
114.0999985,105.9194946
114.3000031,106.2360992
114.5,106.5479279
114.7000046,107.9671936
114.9000015,106.3746033
115.0999985,106.0538559
115.3000031,107.4070816
115.5,105.5340729
115.7000046,106.9642334
115.9000015,105.6080017
116.0999985,107.0333633
116.3000031,106.9083405
116.5,106.8292389
116.7000046,106.5314713
116.9000015,106.3408051
117.0999985,106.0328674
117.3000031,105.6459198
117.5,107.1291656
117.7000046,105.6152649
117.9000015,107.0542603
118.0999985,107.0035172
118.3000031,107.4957428
118.5,108.3179855
118.7000046,110.0175858
118.9000015,110.0654907
119.0999985,109.4963684
119.3000031,111.161026
119.5,110.8613815
119.7000046,110.5670624
119.9000015,110.5227356
120.0999985,110.3755341
120.3000031,109.3097
120.5,109.7599487
120.7000046,109.8518906
120.9000015,109.4324112
121.0999985,108.303215
121.3000031,109.3100357
121.5,108.4866638
121.7000046,106.732605
121.9000015,107.7216568
122.0999985,107.3689728
122.3000031,107.9796677
122.5,108.5924225
122.7000046,107.7042465
122.9000015,108.5052261
123.0999985,107.7481842
123.3000031,107.2780609
123.5,106.5499954
123.7000046,107.4313583
123.9000015,106.8764267
124.0999985,107.1904755
124.3000031,107.7924271
124.5,106.6490326
124.7000046,106.7033691
124.9000015,107.4585876
125.0999985,107.0280533
125.3000031,107.2258911
125.5,106.0513916
125.7000046,105.8599014
125.9000015,105.6658936
126.0999985,107.1013947
126.3000031,107.4113541
126.5,106.7354965
126.7000046,106.5139542
126.9000015,107.4614944
127.0999985,108.3778381
127.3000031,106.1149292
127.5,107.4110565
127.7000046,107.176178
127.9000015,106.1183243
128.1000061,107.0926971
128.3000031,107.5629578
128.5,105.8975525
128.6999969,105.9902573
128.9000092,106.0536499
129.1000061,107.5000763
129.3000031,106.6314163
129.5,106.2030182
129.6999969,107.0790482
129.9000092,105.8732986
130.1000061,105.620697
130.3000031,106.7201157
130.5,106.1224899
130.6999969,106.9955597
130.9000092,107.7208939
131.1000061,106.1562424
131.3000031,106.7517548
131.5,106.8746109
131.6999969,107.0263138
131.9000092,106.684494
132.1000061,106.5078812
132.3000031,106.1621857
132.5,107.6458282
132.6999969,106.6899719
132.9000092,107.2680817
133.1000061,106.4488983
133.3000031,108.1235352
133.5,106.3462143
133.6999969,107.2997971
133.9000092,106.750618
134.1000061,106.7397766
134.3000031,107.4079895
134.5,107.6025543
134.6999969,106.7767715
134.9000092,106.3526154
135.1000061,106.4781189
135.3000031,107.6476059
135.5,107.3663254
135.6999969,107.7984161
135.9000092,106.4558868
136.1000061,106.3894196
136.3000031,107.0399551
136.5,106.4949646
136.6999969,106.6098938
136.9000092,106.6957092
137.1000061,107.3699036
137.3000031,107.0083771
137.5,106.6006622
137.6999969,106.9750824
137.9000092,106.9349823
138.1000061,107.995842
138.3000031,107.7066345
138.5,106.9231567
138.6999969,107.8447952
138.9000092,107.793335
139.1000061,107.7361755
139.3000031,107.3037338
139.5,107.6792908
139.6999969,106.3816833
139.9000092,107.4531403
140.1000061,105.9761276
