Capacity Cal,
Time (s),Intensity (a.u.)
171.1000061,0.184090495
171.3000031,0.040058084
171.5,0.020951184
171.6999969,0.030542433
171.9000092,-0.010214921
172.1000061,0.040756442
172.3000031,0.179967612
172.5,0.094927691
172.6999969,0.104140632
172.9000092,0
173.1000061,0.072829425
173.3000031,0.072327502
173.5,0.173315525
173.6999969,0.112336598
173.9000092,0.123402208
174.1000061,0.135939196
174.3000031,0.073307641
174.5,0.12237531
174.6999969,0.140273541
174.9000092,0.241881207
175.1000061,0.135278583
175.3000031,0.146406755
175.5,0.144821093
175.6999969,0.124478743
175.9000092,0.159868687
176.1000061,0.115285851
176.3000031,0.25074178
176.5,0.16765514
176.6999969,16.78082466
176.9000092,464.4535828
177.1000061,475.2235413
177.3000031,467.2739258
177.5,466.8275146
177.6999969,465.473053
177.9000092,465.0874634
178.1000061,466.4630737
178.3000031,465.766571
178.5,467.2519531
178.6999969,466.6646118
178.9000092,466.5888672
179.1000061,463.9393311
179.3000031,465.1196594
179.5,464.7703552
179.6999969,466.1291809
179.9000092,464.0929871
180.1000061,466.0819092
180.3000031,466.1281433
180.5,465.7747498
180.6999969,468.0322876
180.9000092,466.0570679
181.1000061,466.0892944
181.3000031,467.4485474
181.5,465.6314697
181.6999969,466.2371826
181.9000092,467.0375366
182.1000061,469.6535339
182.3000031,465.7808228
182.5,465.1036072
182.6999969,465.5944519
182.9000092,466.0149231
183.1000061,465.6425171
183.3000031,468.5029602
183.5,464.6368408
183.6999969,467.6255798
183.9000092,468.5942993
184.1000061,466.3497009
184.3000031,464.8536377
184.5,464.1186523
184.6999969,467.0506897
184.9000092,464.1931763
185.1000061,466.5636902
185.3000031,468.1599121
185.5,466.7658997
185.6999969,465.955658
185.9000092,467.5088806
186.1000061,464.771637
186.3000031,467.7025452
186.5,468.0795898
186.6999969,467.8975525
186.9000092,465.3670959
187.1000061,472.3137207
187.3000031,466.4643555
187.5,467.4880981
187.6999969,466.7189331
187.9000092,468.0553589
188.1000061,465.3912048
188.3000031,470.0955811
188.5,465.3280945
188.6999969,466.3272705
188.9000092,466.1286621
189.1000061,467.2306213
189.3000031,468.3475952
189.5,467.7873535
189.6999969,464.7656555
189.9000092,466.8099365
190.1000061,463.8378296
190.3000031,466.6156311
190.5,465.5513916
190.6999969,452.6797485
190.9000092,17.99881363
191.1000061,0.063633472
191.3000031,0.135078967
191.5,0.031314585
191.6999969,0.061349064
191.9000092,0.135651231
192.1000061,0.155303612
192.3000031,0.147094369
192.5,0.122581564
192.6999969,0.198651269
192.9000092,0.133463368
193.1000061,0.12971203
193.3000031,0.102075189
193.5,0.164269373
193.6999969,0.228298649
193.9000092,0.256112009
194.1000061,0.172585324
194.3000031,0.114644237
194.5,0.146379203
194.6999969,0.093319371
194.9000092,0.062667109
195.1000061,0.134722009
195.3000031,0.159164697
195.5,0.010128736
195.6999969,0.133467495
195.9000092,0.142361775
196.1000061,0.127939954
196.3000031,0.083910212
196.5,0
196.6999969,0.094797708
196.9000092,0.113350645
197.1000061,0.083432406
197.3000031,0.146484897
197.5,0.145719484
197.6999969,0.166706607
197.9000092,0.050760906
198.1000061,0.174166054
198.3000031,0.19967632
198.5,0.142403781
198.6999969,0.18463999
198.9000092,-0.021149026
199.1000061,0.063551918
199.3000031,0
199.5,0
199.6999969,0.073026203
199.9000092,0.093951605
200.1000061,0.146572307
200.3000031,0.232826412
200.5,0.053096592
200.6999969,0.162891313
200.9000092,0.24615635
201.1000061,0.103506811
201.3000031,0.103131063
201.5,0.063477956
201.6999969,0.062184546
201.9000092,0.178994462
202.1000061,0.203853905
202.3000031,-0.020390892
202.5,0.222573161
202.6999969,0.113414921
202.9000092,0.177028
203.1000061,0.095947802
203.3000031,0.116811268
203.5,0.210273981
203.6999969,0
203.9000092,0.196264759
204.1000061,0.062836438
204.3000031,0.149844796
204.5,0.103707545
204.6999969,0.073657073
204.9000092,0.092149861
205.1000061,0.158211157
205.3000031,0.219803229
205.5,0.095588081
205.6999969,0.157381177
205.9000092,0.225206778
206.1000061,0.204553366
206.3000031,0.130016476
206.5,0.142081499
206.6999969,0.143911511
206.9000092,0.211774677
207.1000061,0.082966037
207.3000031,0.160566911
207.5,0.01092335
207.6999969,0.14654468
207.9000092,0.062388871
208.1000061,0.148115233
208.3000031,0.171247542
208.5,0.148160696
208.6999969,0.128631145
208.9000092,0.155403376
209.1000061,0.106581397
209.3000031,0.082634382
209.5,0.062154263
209.6999969,0.164693773
209.9000092,0.199978948
210.1000061,0.17486833
210.3000031,0.235046446
210.5,0.072898448
210.6999969,0.082380809
210.9000092,0.074055262
211.1000061,0.16174686
211.3000031,0.31639564
211.5,0.051728237
211.6999969,0.041481297
211.9000092,0.1364142
212.1000061,0.042097285
212.3000031,0.116171002
212.5,0.170801491
212.6999969,0.180151552
212.9000092,0.083370678
213.1000061,0.093666084
213.3000031,0.12760663
213.5,0.224629626
213.6999969,0.156795517
213.9000092,0.128738791
214.1000061,0.040493205
214.3000031,0.11395894
214.5,0.178729132
214.6999969,0.063595027
214.9000092,0.051649157
215.1000061,0.106886715
215.3000031,0.146023467
215.5,0.234291807
215.6999969,0.231932953
215.9000092,0.155091658
216.1000061,0.030843254
216.3000031,0.187820852
216.5,0.165173233
216.6999969,0.06188757
216.9000092,0.145971701
217.1000061,0.120242894
217.3000031,0.142775565
217.5,0.062197432
217.6999969,0.020485505
217.9000092,0.083143666
218.1000061,0.114498653
218.3000031,0.124218449
218.5,0.122974761
218.6999969,0.197671637
218.9000092,0.021364098
219.1000061,0.104163408
219.3000031,0.148687825
219.5,0.27912271
219.6999969,0.214522123
219.9000092,0.062283304
220.1000061,0.113168724
220.3000031,0.093612507
220.5,0.147519052
220.6999969,0.192084
220.9000092,0.270489574
221.1000061,0.051274166
221.3000031,0.021234805
221.5,0.319128573
221.6999969,-0.010653825
221.9000092,0.186904252
222.1000061,0.104263328
222.3000031,0.115156718
222.5,0.244247466
222.6999969,0.092838064
222.9000092,0.165602326
223.1000061,0.175652504
223.3000031,0.231924981
223.5,0.135555044
223.6999969,0.061098553
223.9000092,0.177144229
224.1000061,0.179704011
224.3000031,0.177288324
224.5,0.17317076
224.6999969,0.209108785
224.9000092,0.222064778
225.1000061,-0.01021367
225.3000031,0.083721414
225.5,0.072355166
225.6999969,0.253630072
225.9000092,0.062994115
226.1000061,0.211533621
226.3000031,0.132833332
226.5,0.06303779
226.6999969,0.073703609
226.9000092,0.101571307
227.1000061,-0.031919308
227.3000031,0.031617887
227.5,0.010629025
227.6999969,4.479606628
227.9000092,0.132746533
228.1000061,292.8527222
228.3000031,523.065918
228.5,520.0411987
228.6999969,521.9233398
228.9000092,522.2947998
229.1000061,522.5963745
229.3000031,521.0562744
229.5,519.7695313
229.6999969,519.8901367
229.9000092,520.1307983
230.1000061,521.5020142
230.3000031,522.1030273
230.5,521.2148438
230.6999969,524.0255127
230.9000092,521.6687622
231.1000061,522.1229248
231.3000031,523.0601196
231.5,520.5975342
231.6999969,522.7492065
231.9000092,522.7351685
232.1000061,525.0748291
232.3000031,522.1970215
232.5,522.8838501
232.6999969,522.8292847
232.9000092,523.1242676
233.1000061,520.026123
233.3000031,523.708252
233.5,521.395874
233.6999969,521.7474365
233.9000092,521.7807617
234.1000061,523.8790894
234.3000031,518.3410034
234.5,520.8759766
234.6999969,522.8852539
234.9000092,521.8326416
235.1000061,518.7160645
235.3000031,522.1697998
235.5,519.8914795
235.6999969,524.4768677
235.9000092,523.0401611
236.1000061,522.6987305
236.3000031,521.1621094
236.5,525.0899048
236.6999969,521.9209595
236.9000092,521.3635864
237.1000061,522.2492676
237.3000031,522.2718506
237.5,522.0623779
237.6999969,521.1536865
237.9000092,519.3510132
238.1000061,522.4741211
238.3000031,521.0039063
238.5,524.7734985
238.6999969,521.5737305
238.9000092,525.0115356
239.1000061,522.873291
239.3000031,522.2307129
239.5,524.258606
239.6999969,522.3082886
