Proton Cal,
Time (s),Intensity (a.u.)
189.6999969,111.8458862
189.9000092,111.4910049
190.1000061,110.8921051
190.3000031,109.1487198
190.5,110.3986282
190.6999969,110.1730804
190.9000092,109.0886383
191.1000061,110.2926941
191.3000031,109.7114182
191.5,110.2096863
191.6999969,108.2177734
191.9000092,108.914299
192.1000061,109.3249207
192.3000031,109.3756027
192.5,108.6809006
192.6999969,109.0451965
192.9000092,107.6948929
193.1000061,108.3794403
193.3000031,108.255188
193.5,107.4617691
193.6999969,107.0046844
193.9000092,107.4498291
194.1000061,106.7486877
194.3000031,107.0819092
194.5,107.3729095
194.6999969,106.1756439
194.9000092,106.0103531
195.1000061,106.2068558
195.3000031,105.839241
195.5,106.3437271
195.6999969,106.6910477
195.9000092,107.0681458
196.1000061,107.6642151
196.3000031,106.1242752
196.5,108.3123703
196.6999969,105.3199463
196.9000092,106.8317184
197.1000061,107.9127274
197.3000031,108.0314941
197.5,106.7960281
197.6999969,107.2205124
197.9000092,106.9941101
198.1000061,106.5077362
198.3000031,107.3415222
198.5,106.4228973
198.6999969,106.0720596
198.9000092,106.6804886
199.1000061,106.0608978
199.3000031,107.3764114
199.5,106.5789642
199.6999969,106.6999435
199.9000092,108.0256805
200.1000061,106.3451004
200.3000031,106.4209747
200.5,107.4349747
200.6999969,106.9538651
200.9000092,105.8236923
201.1000061,107.3516159
201.3000031,106.4960709
201.5,107.4437408
201.6999969,106.8655167
201.9000092,107.0913696
202.1000061,106.9016724
202.3000031,108.4837036
202.5,106.1065292
202.6999969,107.2877426
202.9000092,106.7802124
203.1000061,107.0451279
203.3000031,106.8218231
203.5,106.2033463
203.6999969,107.4357758
203.9000092,107.5133743
204.1000061,107.0248108
204.3000031,106.5456009
204.5,106.0976181
204.6999969,106.9182358
204.9000092,106.2340546
205.1000061,107.6480713
205.3000031,106.4989929
205.5,106.1642838
205.6999969,106.2207184
205.9000092,105.7292862
206.1000061,107.6563187
206.3000031,107.4054642
206.5,106.3105698
206.6999969,48.23888779
206.9000092,0.135197774
207.1000061,0.166514844
207.3000031,0.086194515
207.5,0.123028003
207.6999969,0.039263416
207.9000092,0.128183648
208.1000061,0.019785916
208.3000031,0.176189035
208.5,0.108853765
208.6999969,0.122386538
208.9000092,0.019594206
209.1000061,0.049955539
209.3000031,0.080520973
209.5,0.12092264
209.6999969,0.090709351
209.9000092,0.140379027
210.1000061,0.119504057
210.3000031,0.090030611
210.5,0.009947378
210.6999969,0.129075825
210.9000092,0.249515921
211.1000061,0.262173414
211.3000031,0.177457035
211.5,0.201511324
211.6999969,0.019775938
211.9000092,0.070433877
212.1000061,0.203753144
212.3000031,0.157277525
212.5,0.171988189
212.6999969,0.089378819
212.9000092,0.10178221
213.1000061,0.210359722
213.3000031,0.019773591
213.5,0.160695806
213.6999969,0.160749078
213.9000092,0.05043729
214.1000061,0.088456437
214.3000031,0.135777324
214.5,0.155939341
214.6999969,0.111241452
214.9000092,0.175409526
215.1000061,0.092855297
215.3000031,0.110307761
215.5,0.129195124
215.6999969,0.190837771
215.9000092,0.157828286
216.1000061,0.181389451
216.3000031,0.186157703
216.5,0.039338332
216.6999969,0.122090191
216.9000092,0.172157139
217.1000061,0.068805538
217.3000031,0.140632853
217.5,0.201268956
217.6999969,0.107622616
217.9000092,0.06808345
218.1000061,0.10018836
218.3000031,0.167712405
218.5,0.158960387
218.6999969,0.127475977
218.9000092,0.108718209
219.1000061,0.117305495
219.3000031,0.059251066
219.5,0.236415923
219.6999969,0.159674272
219.9000092,0.087663762
220.1000061,0.144167006
220.3000031,0.103105538
220.5,0.229396686
220.6999969,0.189722717
220.9000092,0.028944397
221.1000061,0.109308079
221.3000031,0.13793239
221.5,0.088772275
221.6999969,0.113950372
221.9000092,0.048195556
222.1000061,0.098486267
222.3000031,0.088163547
222.5,0.176056325
222.6999969,0.147997588
222.9000092,0.09566357
223.1000061,0.088079862
223.3000031,0.11708802
223.5,0.137963653
223.6999969,105.469429
223.9000092,116.2974701
224.1000061,116.8636627
224.3000031,115.4204102
224.5,113.7272491
224.6999969,115.2557297
224.9000092,115.7836914
225.1000061,115.2813721
225.3000031,114.789856
225.5,114.2093811
225.6999969,115.1838608
225.9000092,114.9961395
226.1000061,115.5971222
226.3000031,114.7174683
226.5,115.9899445
226.6999969,115.7222443
226.9000092,115.4989777
227.1000061,116.263092
227.3000031,114.2729874
227.5,113.582016
227.6999969,114.471283
227.9000092,115.630661
228.1000061,114.0515976
228.3000031,115.0456009
228.5,116.2219467
228.6999969,115.2126389
228.9000092,114.5022964
229.1000061,114.7843704
229.3000031,114.3554688
229.5,114.0695267
229.6999969,113.8904877
229.9000092,114.8889465
230.1000061,115.5759659
230.3000031,114.0574646
230.5,115.688797
230.6999969,115.6242981
230.9000092,115.2608337
231.1000061,115.4859161
231.3000031,114.7523117
231.5,115.3700027
231.6999969,115.1086197
231.9000092,115.8295288
232.1000061,115.4717178
232.3000031,115.2595367
232.5,116.9281845
232.6999969,115.4525757
232.9000092,115.0713806
233.1000061,115.0780029
233.3000031,115.5731125
233.5,115.5857544
233.6999969,115.4341431
233.9000092,115.9083633
234.1000061,115.2861633
234.3000031,115.4413452
234.5,113.6620102
234.6999969,115.6557083
234.9000092,114.5329132
235.1000061,115.0994263
235.3000031,116.3343048
235.5,113.2885513
235.6999969,115.5561066
235.9000092,116.6917801
236.1000061,117.1046524
236.3000031,115.1280746
236.5,115.7260056
236.6999969,115.9564819
236.9000092,114.2373047
237.1000061,115.0721207
237.3000031,114.1418686
237.5,114.6307602
237.6999969,113.9134369
237.9000092,114.5047989
238.1000061,115.6660614
238.3000031,114.9287186
238.5,115.4721603
238.6999969,117.2025909
238.9000092,115.8313065
