Proton Cal,
Time (s),Intensity (a.u.)
239.1000061,114.9646912
239.3000031,116.0772629
239.5,115.0637436
239.6999969,113.5456314
239.9000092,114.6003952
240.1000061,115.6241531
240.3000031,115.7403259
240.5,115.3315506
240.6999969,114.9287949
240.9000092,115.0619049
241.1000061,113.7328186
241.3000031,115.6969681
241.5,115.9381485
241.6999969,115.0734482
241.9000092,115.18853
242.1000061,115.1377869
242.3000031,114.9829483
242.5,114.0818405
242.6999969,114.0895691
242.9000092,115.546669
243.1000061,115.470192
243.3000031,114.7015152
243.5,114.5716858
243.6999969,116.2845535
243.9000092,115.7605362
244.1000061,115.7578506
244.3000031,117.4818115
244.5,117.9174881
244.6999969,119.9819412
244.9000092,120.5601654
245.1000061,121.6307755
245.3000031,122.6236343
245.5,122.7965546
245.6999969,121.9156418
245.9000092,122.8599472
246.1000061,122.1708145
246.3000031,120.6558456
246.5,119.8165207
246.6999969,118.990448
246.9000092,117.9284744
247.1000061,117.6262283
247.3000031,116.7250671
247.5,117.009407
247.6999969,117.9213333
247.9000092,117.2932892
248.1000061,115.2130508
248.3000031,116.9215622
248.5,117.454895
248.6999969,117.061615
248.9000092,116.3859558
249.1000061,114.3863907
249.3000031,116.119545
249.5,115.9755402
249.6999969,114.613121
249.9000092,114.8839874
250.1000061,113.1281509
250.3000031,115.2199783
250.5,116.488327
250.6999969,114.8905945
250.9000092,115.7525024
251.1000061,115.7092819
251.3000031,116.2738419
251.5,114.9406128
251.6999969,115.9954987
251.9000092,115.9676361
252.1000061,116.607605
252.3000031,115.7943192
252.5,115.9702911
252.6999969,114.5875626
252.9000092,114.3536301
253.1000061,116.0971909
253.3000031,117.1965485
253.5,116.2330551
253.6999969,116.1687241
253.9000092,115.5284882
254.1000061,116.4300385
254.3000031,115.2033997
254.5,115.489418
254.6999969,115.7193222
254.9000092,114.6936569
255.1000061,63.33781052
255.3000031,0.341093183
255.5,0.138238847
255.6999969,0.046253469
255.9000092,0.104862772
256.1000061,0.163466245
256.3000183,0.096079014
256.5,0.039154269
256.7000122,0.085675932
256.8999939,0.114380486
257.1000061,0.047431577
257.3000183,0.177384421
257.5,0.212285534
257.7000122,0.078995958
257.8999939,0.056098361
258.1000061,0.195554406
258.3000183,0.114578165
258.5,0.131881386
258.7000122,0.170711592
258.8999939,0.134639978
259.1000061,0.163819104
259.3000183,0.210182384
259.5,0.028615853
259.7000122,0.05753519
259.8999939,0.047823094
260.1000061,0.170995385
260.3000183,0.155972779
260.5,0.126618028
260.7000122,0.244865164
260.8999939,0.205116719
261.1000061,0.126294509
261.3000183,0.142147765
261.5,0.144835189
261.7000122,0.1862088
261.8999939,0.076985255
262.1000061,0.211566955
262.3000183,0.116301604
262.5,0.08586885
262.7000122,0.181465671
262.8999939,0.0897156
263.1000061,0.1164167
263.3000183,0.153361008
263.5,0.167415112
263.7000122,0.095888309
263.8999939,0.186711997
264.1000061,0.088730268
264.3000183,0.039503053
264.5,0.211485595
264.7000122,0.068170972
264.8999939,0.178782493
265.1000061,0.22980237
265.3000183,0.205455333
265.5,0.281389475
265.7000122,0.097258285
265.8999939,0.190635964
266.1000061,0.242836326
266.3000183,0.124055266
266.5,0.039657753
266.7000122,0.221279383
266.8999939,0.197911561
267.1000061,0.069704451
267.3000183,0.19300735
267.5,0.089509487
267.7000122,0.236632705
267.8999939,0.238312736
268.1000061,0.145422101
268.3000183,0.135732561
268.5,0.204723537
268.7000122,0.159327641
268.8999939,0.163973957
269.1000061,0.135683894
269.3000183,0.162247807
269.5,0.176037401
269.7000122,0.068014652
269.8999939,0.104195282
270.1000061,0.184288889
270.3000183,0.077436835
270.5,0.09500014
270.7000122,0.249202073
270.8999939,0.167109013
271.1000061,0.147717759
271.3000183,0.107519522
271.5,0.14194867
271.7000122,0.103967786
271.8999939,0.220642552
272.1000061,0.067923576
272.3000183,0.195664078
272.5,0.123629376
272.7000122,0.123791836
272.8999939,0.107602619
273.1000061,0.038523771
273.3000183,0.177888468
273.5,0.077561468
273.7000122,0.108447038
273.8999939,0.086470284
274.1000061,0.038819123
274.3000183,0.123960637
274.5,0.180671915
274.7000122,0.087615117
274.8999939,0.151893437
275.1000061,0.200530931
275.3000183,0.058788374
275.5,0.12057393
275.7000122,0.198886231
275.8999939,0.058494356
276.1000061,0.095167398
276.3000183,0.086685993
276.5,0.117463954
276.7000122,0.136082187
276.8999939,0.132486776
277.1000061,0.125384599
277.3000183,38.41630936
277.5,111.5423813
277.7000122,112.3611069
277.8999939,114.2652359
278.1000061,118.3203201
278.3000183,116.3497467
278.5,118.0578003
278.7000122,117.1767807
278.8999939,117.6988449
279.1000061,118.7157593
279.3000183,117.4739609
279.5,117.4941788
279.7000122,116.0282364
279.8999939,116.8197327
280.1000061,116.1881332
280.3000183,115.1148682
280.5,115.9541779
280.7000122,114.9454803
280.8999939,115.5975418
281.1000061,115.8417664
281.3000183,114.3445358
281.5,114.3666763
281.7000122,115.2562637
281.8999939,114.6142197
282.1000061,115.6445389
282.3000183,115.2964935
282.5,114.4257813
282.7000122,115.6242676
282.8999939,115.4795227
283.1000061,114.1794891
283.3000183,112.9616852
283.5,114.1024399
283.7000122,114.8435059
283.8999939,113.7371674
284.1000061,112.770874
284.3000183,114.0689774
284.5,114.0910645
284.7000122,113.7694168
284.8999939,114.6546707
285.1000061,113.9542084
285.3000183,114.6182785
285.5,114.4698639
285.7000122,114.1422272
285.8999939,114.613327
286.1000061,114.2704239
286.3000183,114.5765915
286.5,115.4036331
286.7000122,113.54245
286.8999939,114.8615036
287.1000061,115.230217
287.3000183,114.0573959
287.5,114.6352844
287.7000122,114.6491318
287.8999939,115.1973572
288.1000061,114.8455353
288.3000183,115.0656815
288.5,114.569725
288.7000122,114.9483871
288.8999939,114.5530014
289.1000061,115.3904648
289.3000183,113.0906219
289.5,113.9988556
289.7000122,115.1644821
289.8999939,115.4611435
290.1000061,113.8246155
290.3000183,115.5123215
290.5,115.6788712
290.7000122,114.053215
290.8999939,115.8622513
291.1000061,114.4818573
291.3000183,115.1769714
291.5,113.9208984
291.7000122,115.0709839
291.8999939,115.7520523
292.1000061,115.1665497
292.3000183,115.7898865
292.5,114.9783173
292.7000122,114.7923965
292.8999939,115.5355682
293.1000061,116.1054764
293.3000183,114.6326218
293.5,115.5000153
293.7000122,116.2458115
293.8999939,116.2684937
294.1000061,113.9053574
294.3000183,115.7580643
294.5,114.9394608
294.7000122,114.7014084
294.8999939,115.0209656
295.1000061,115.7711411
295.3000183,116.3402405
295.5,115.7380066
295.7000122,113.8224106
295.8999939,116.1664276
296.1000061,114.0783463
296.3000183,115.7559052
296.5,115.2046432
296.7000122,116.8149261
296.8999939,114.1107101
297.1000061,115.5889816
297.3000183,115.9771805
297.5,115.7660217
297.7000122,115.9510651
297.8999939,115.1293945
298.1000061,115.851738
298.3000183,114.9241714
298.5,116.3441544
298.7000122,115.6954193
298.8999939,116.0816422
299.1000061,115.5255203
299.3000183,115.696228
299.5,116.8734207
299.7000122,115.2305069
299.8999939,116.4349136
300.1000061,116.3413162
300.3000183,116.2843018
300.5,116.6195297
300.7000122,115.7114487
300.8999939,116.1446915
301.1000061,116.4816666
301.3000183,115.3454895
301.5,116.0816803
301.7000122,115.3992462
301.8999939,115.0117416
302.1000061,114.9324799
302.3000183,115.6575699
302.5,115.9435654
302.7000122,115.3877182
302.8999939,116.3330078
303.1000061,117.0590973
303.3000183,116.562294
303.5,115.3497849
303.7000122,115.4047394
303.8999939,115.0496674
304.1000061,116.0374756
304.3000183,116.2095566
304.5,116.2032776
304.7000122,115.8649063
304.8999939,115.8067551
305.1000061,116.5449753
305.3000183,115.3214722
305.5,117.7665558
305.7000122,116.129776
305.8999939,116.3927155
306.1000061,116.1494217
306.3000183,115.051239
306.5,116.4636307
306.7000122,115.2719727
306.8999939,116.9193268
307.1000061,115.7370987
307.3000183,116.1865005
307.5,115.6724548
307.7000122,116.9765091
307.8999939,118.4131393
308.1000061,116.0683594
308.3000183,114.4383392
308.5,115.2868729
308.7000122,103.5578308
308.8999939,1.095577002
309.1000061,0.566577971
309.3000183,0.135379493
309.5,0.189662397
309.7000122,0.217050284
309.8999939,0.095997848
310.1000061,0.076617345
310.3000183,0.106798194
310.5,0.048494253
310.7000122,0.059839629
310.8999939,0.106169403
311.1000061,0.187591329
311.3000183,0.184555605
311.5,0.167502537
311.7000122,0.117275693
311.8999939,0.215268403
312.1000061,0.10860765
312.3000183,0.060187183
312.5,0.135822102
312.7000122,0.17125079
312.8999939,0.079264425
313.1000061,0.08827424
313.3000183,0.077386655
313.5,0.136557385
313.7000122,0.118529052
313.8999939,0.162633032
314.1000061,0.112251774
314.3000183,0.10973116
314.5,0.159056798
314.7000122,0.019866696
314.8999939,0.12863645
315.1000061,0.117472
315.3000183,0.184762001
315.5,0.144275174
315.7000122,0.167199403
315.8999939,0.060742885
316.1000061,0.089228176
316.3000183,0.134702161
316.5,0.109711461
316.7000122,0.107839964
316.8999939,0.100550011
317.1000061,0.039725102
317.3000183,0.087956764
317.5,0.156508297
317.7000122,0.140159786
317.8999939,0.098944262
318.1000061,0.108582996
318.3000183,0.135769427
318.5,0.223999068
318.7000122,0.128570303
318.8999939,0.12069156
319.1000061,0.222232968
319.3000183,0.147350639
319.5,0.201645419
319.7000122,0.165981591
319.8999939,-0.00984979
320.1000061,0.069619186
320.3000183,0.058564585
320.5,0.167628065
320.7000122,0.128765136
320.8999939,0.059935868
321.1000061,0.037573151
321.3000183,0.156709105
321.5,0.197427526
321.7000122,0.089901105
321.8999939,0.019829467
322.1000061,0.106370635
322.3000183,0.154652119
322.5,0.009932755
322.7000122,0.020100301
322.8999939,0.138764992
323.1000061,0.098668955
323.3000183,0.127517238
323.5,0.138289347
323.7000122,0.048473567
323.8999939,0.108936779
324.1000061,0.130392477
324.3000183,0.108945407
324.5,0.108264521
324.7000122,0.040382013
324.8999939,0.029784065
325.1000061,0.173455238
325.3000183,0.138393253
325.5,0.19956097
325.7000122,0.17964071
325.8999939,0.149139464
326.1000061,0.166768029
326.3000183,0.079418659
326.5,0.178380296
326.7000122,0.087986857
326.8999939,0.049237315
327.1000061,0.130757079
327.3000183,0.125327766
327.5,0.16707617
327.7000122,0.087740675
327.8999939,0.148328334
328.1000061,0.349016458
328.3000183,0.116657756
328.5,35.59133148
328.7000122,116.532547
328.8999939,113.5178986
329.1000061,114.0122833
329.3000183,114.951149
329.5,113.9290543
329.7000122,115.289711
329.8999939,113.4649277
330.1000061,114.9068298
330.3000183,115.2587051
330.5,114.864212
330.7000122,113.5924377
330.8999939,115.5658722
331.1000061,112.8616104
331.3000183,114.8439178
331.5,114.7952194
331.7000122,115.0355072
331.8999939,115.12323
332.1000061,113.8415909
332.3000183,115.0526886
332.5,116.0348892
332.7000122,114.2404556
332.8999939,114.5920792
333.1000061,114.4177017
333.3000183,115.2692566
333.5,114.7093353
333.7000122,115.7155762
333.8999939,113.0166245
334.1000061,114.5155258
334.3000183,115.1629486
334.5,114.2648544
334.7000122,115.3022537
334.8999939,114.8706512
335.1000061,114.3005447
335.3000183,115.2913055
335.5,115.2857132
335.7000122,115.5259552
335.8999939,114.6650085
336.1000061,114.0681076
336.3000183,115.93927
336.5,114.9925537
336.7000122,114.5325623
336.8999939,114.7218704
337.1000061,116.0492172
337.3000183,115.707962
337.5,114.3950272
337.7000122,114.1235352
337.8999939,116.6701279
338.1000061,115.3511963
338.3000183,115.5177765
338.5,115.4732666
338.7000122,115.9333572
338.8999939,115.2759628
339.1000061,116.2951126
339.3000183,115.0007172
339.5,114.9296494
339.7000122,116.1550751
339.8999939,115.1272964
340.1000061,114.537056
340.3000183,117.5774841
340.5,115.4450912
340.7000122,116.1155777
340.8999939,115.1992035
341.1000061,114.6566849
341.3000183,115.7663956
341.5,115.4045334
341.7000122,115.7855759
341.8999939,114.6837616
342.1000061,115.7072144
342.3000183,114.4071808
342.5,116.5431747
342.7000122,116.4135971
342.8999939,115.0207596
343.1000061,117.0653458
343.3000183,114.5614777
343.5,115.6721725
343.7000122,116.123848
343.8999939,116.3554459
344.1000061,116.1903305
344.3000183,116.3409195
344.5,115.0770416
344.7000122,115.9766083
344.8999939,115.6796188
345.1000061,116.175354
345.3000183,115.4907532
345.5,116.1285858
345.7000122,116.848114
345.8999939,116.0894928
346.1000061,115.1680222
346.3000183,116.6646042
346.5,115.2203445
346.7000122,115.5275726
346.8999939,116.2741241
347.1000061,114.887146
347.3000183,115.4691391
347.5,115.6502991
347.7000122,116.087471
347.8999939,116.9437866
348.1000061,116.8719635
348.3000183,116.6464615
348.5,116.0738754
348.7000122,116.7031631
348.8999939,117.8993301
349.1000061,116.3705444
349.3000183,115.1941605
349.5,116.5706329
349.7000122,116.0209961
349.8999939,117.4579468
350.1000061,117.7847366
350.3000183,118.3516922
350.5,115.7297134
350.7000122,116.5570526
350.8999939,117.68396
351.1000061,116.4477844
351.3000183,117.4887085
351.5,117.1556396
351.7000122,116.6867981
351.8999939,118.4480667
352.1000061,117.1992645
352.3000183,116.052475
352.5,116.3986206
352.7000122,115.8785858
352.8999939,116.1077042
353.1000061,116.7853317
353.3000183,118.067482
353.5,117.5545197
353.7000122,117.9557266
353.8999939,116.995697
354.1000061,118.1173248
354.3000183,117.7703857
354.5,117.5180893
354.7000122,118.3196182
354.8999939,116.9378433
355.1000061,117.3475189
355.3000183,117.7555161
355.5,115.247139
355.7000122,117.6994324
355.8999939,118.3215866
356.1000061,117.4898224
356.3000183,116.8807373
356.5,117.2166443
356.7000122,117.055687
356.8999939,118.1845016
357.1000061,116.2279434
357.3000183,116.6761093
357.5,116.6753616
357.7000122,117.1279755
357.8999939,118.4211731
358.1000061,117.1014099
358.3000183,116.7509689
358.5,118.5781174
358.7000122,117.2600632
358.8999939,117.8322601
359.1000061,115.917305
359.3000183,116.8520508
359.5,117.8023529
359.7000122,116.7619171
359.8999939,117.5756683
360.1000061,116.0703201
360.3000183,117.4664993
360.5,116.8505249
360.7000122,117.2303848
360.8999939,116.6768112
361.1000061,116.2194672
361.3000183,116.6650391
361.5,116.1488037
361.7000122,116.6418533
361.8999939,116.9429092
362.1000061,117.6544495
362.3000183,117.503624
362.5,117.6705399
362.7000122,118.6912003
362.8999939,116.8983612
363.1000061,116.7230988
363.3000183,118.1734009
363.5,117.166481
363.7000122,116.2744827
363.8999939,117.7900925
364.1000061,117.4070435
364.3000183,117.6453247
364.5,117.9198151
364.7000122,118.4631195
364.8999939,117.8315964
365.1000061,117.1923828
365.3000183,117.7167511
365.5,117.0344391
365.7000122,116.7418747
365.8999939,116.5859299
366.1000061,118.913269
366.3000183,117.41082
366.5,117.505928
366.7000122,117.9096527
366.8999939,115.8495865
367.1000061,116.8064194
367.3000183,116.2158203
367.5,117.3507843
367.7000122,116.0719452
367.8999939,116.3841324
368.1000061,118.3907623
368.3000183,115.7532654
368.5,117.0057831
368.7000122,116.2883987
368.8999939,116.7738876
369.1000061,116.6245422
369.3000183,116.42379
369.5,116.6581116
369.7000122,115.7082291
369.8999939,116.5877991
370.1000061,117.5276337
370.3000183,115.3127975
370.5,116.5048523
370.7000122,116.5503693
370.8999939,116.6418457
371.1000061,117.0998383
371.3000183,116.5106125
371.5,117.1470413
371.7000122,117.1627884
371.8999939,119.1141052
372.1000061,117.2792587
372.3000183,117.9087753
372.5,120.1153183
372.7000122,120.2663345
372.8999939,121.1464386
373.1000061,124.6922836
373.3000183,123.8551865
373.5,126.8578644
373.7000122,126.7928619
373.8999939,128.0399628
374.1000061,125.3776398
374.3000183,127.5988541
374.5,128.1425476
374.7000122,128.1950378
374.8999939,128.0498199
375.1000061,126.8750992
375.3000183,127.1103592
375.5,125.3781052
375.7000122,124.6473465
375.8999939,124.6014786
376.1000061,126.0297928
376.3000183,121.798172
376.5,121.7724915
376.7000122,120.6830673
376.8999939,119.1027756
377.1000061,120.0993881
377.3000183,117.8361435
377.5,119.1599884
377.7000122,119.8233414
377.8999939,118.1436615
378.1000061,118.5043106
378.3000183,118.5063705
378.5,118.8315964
378.7000122,117.4990997
378.8999939,119.0573273
379.1000061,117.3552399
379.3000183,117.6186752
379.5,116.9932556
379.7000122,117.7979279
379.8999939,116.5010605
380.1000061,117.2256699
380.3000183,117.4695129
380.5,117.0485382
380.7000122,117.6792831
380.8999939,117.4321747
381.1000061,116.8112717
381.3000183,116.9613113
381.5,117.1978302
381.7000122,116.9333801
381.8999939,116.7149658
382.1000061,116.9968338
382.3000183,115.8757172
382.5,115.5034714
382.7000122,116.6122665
382.8999939,118.5756226
383.1000061,118.4183197
383.3000183,116.481308
383.5,117.1214294
383.7000122,114.9083786
383.8999939,116.6972122
384.1000061,115.0571289
384.3000183,116.6094666
384.5,116.9262009
384.7000122,116.7938461
384.8999939,117.0370789
385.1000061,117.061409
385.3000183,117.9967346
385.5,115.5037842
385.7000122,116.2589874
385.8999939,118.1758652
386.1000061,117.6057205
386.3000183,117.7791824
386.5,117.1516342
386.7000122,116.3158264
386.8999939,115.9567337
387.1000061,117.6659241
387.3000183,116.9831085
387.5,118.2785492
387.7000122,117.4855652
387.8999939,115.7493439
388.1000061,116.1808777
388.3000183,117.7690277
388.5,117.4052048
388.7000122,116.7705078
388.8999939,116.3794403
389.1000061,116.825798
389.3000183,116.9831543
389.5,116.3498764
389.7000122,116.2100525
389.8999939,116.3223648
390.1000061,116.9769287
390.3000183,117.5071106
390.5,116.3210983
390.7000122,115.568306
390.8999939,116.0500107
391.1000061,115.5234299
391.3000183,116.3065567
391.5,117.60112
391.7000122,116.0767212
391.8999939,116.0233536
392.1000061,117.2074432
392.3000183,116.9681625
392.5,113.9011154
392.7000122,117.34935
392.8999939,115.8847122
393.1000061,116.4617767
393.3000183,116.6440201
393.5,116.3502426
393.7000122,116.6669846
393.8999939,115.9651718
394.1000061,117.7563095
394.3000183,116.9484634
394.5,116.2989731
394.7000122,116.4146881
394.8999939,117.4535828
395.1000061,115.2704697
395.3000183,116.4222336
395.5,117.6204529
395.7000122,117.9133987
395.8999939,116.9913025
396.1000061,117.1058273
396.3000183,117.8978577
396.5,118.0292892
396.7000122,117.8783112
396.8999939,118.0597229
397.1000061,117.6650772
397.3000183,117.5204239
397.5,116.406311
397.7000122,116.5389557
397.8999939,117.8613892
398.1000061,116.4029846
398.3000183,117.662323
398.5,118.1593857
398.7000122,116.3845749
398.8999939,116.5477676
399.1000061,117.227684
399.3000183,118.1637726
399.5,117.2852936
399.7000122,117.235672
399.8999939,116.2445526
400.1000061,116.6187134
400.3000183,117.6007004
400.5,118.3475723
400.7000122,117.1533813
400.8999939,118.3606262
401.1000061,116.5448761
401.3000183,117.7451248
401.5,117.3846893
401.7000122,117.2755585
401.8999939,118.0910416
402.1000061,115.8648224
402.3000183,117.384552
402.5,116.1208801
402.7000122,117.977417
402.8999939,117.1723709
403.1000061,116.0987549
403.3000183,117.3025818
403.5,117.2001266
403.7000122,117.1990585
403.8999939,117.2085953
404.1000061,116.086319
404.3000183,117.9332962
404.5,117.7915649
404.7000122,117.6869965
404.8999939,117.5296326
405.1000061,116.5377502
405.3000183,117.0223312
405.5,116.5480728
405.7000122,116.2859116
405.8999939,118.8579178
406.1000061,117.1506729
406.3000183,117.5477066
406.5,118.7527771
406.7000122,116.7697372
406.8999939,116.6666641
407.1000061,117.897171
407.3000183,117.3385239
407.5,116.4197922
407.7000122,116.7687073
407.8999939,118.6110153
408.1000061,115.3721313
408.3000183,116.9206161
408.5,116.5628204
408.7000122,117.0425415
408.8999939,117.4808273
409.1000061,118.2180405
409.3000183,117.6145706
409.5,117.863121
409.7000122,117.8946533
409.8999939,117.4783401
410.1000061,117.7305908
410.3000183,117.376976
410.5,116.5370102
410.7000122,115.5685654
410.8999939,116.1863098
411.1000061,116.0404205
411.3000183,116.4055405
411.5,116.452713
411.7000122,116.8762589
411.8999939,116.9797745
412.1000061,116.6774902
412.3000183,116.5320282
412.5,116.7795792
412.7000122,117.3772583
412.8999939,114.9996109
413.1000061,118.398201
413.3000183,117.6698837
413.5,116.6593781
413.7000122,117.5077133
413.8999939,117.9599609
414.1000061,116.920929
414.3000183,116.6677933
414.5,117.6839676
414.7000122,118.1591873
414.8999939,116.6554871
415.1000061,116.7944489
415.3000183,116.7115326
415.5,116.9815979
415.7000122,117.4437332
415.8999939,116.5572052
416.1000061,117.998497
416.3000183,116.9975204
416.5,117.6271744
416.7000122,117.380806
416.8999939,117.3024139
417.1000061,117.9403763
417.3000183,115.5805969
417.5,115.8639374
417.7000122,116.480629
417.8999939,117.7294769
418.1000061,117.8803101
418.3000183,117.6149216
418.5,117.2814484
418.7000122,116.2528229
418.8999939,116.1534042
419.1000061,116.8031616
419.3000183,118.9295578
419.5,117.1735535
419.7000122,117.1425552
419.8999939,118.2602386
420.1000061,116.5773926
420.3000183,117.3514099
420.5,116.1841049
420.7000122,118.9138718
420.8999939,116.7948456
421.1000061,116.4873352
421.3000183,117.4379272
421.5,116.8071442
421.7000122,108.0157318
421.8999939,6.249020576
422.1000061,0.058507472
422.3000183,0.2012593
422.5,0.239355832
422.7000122,0.075013131
422.8999939,0.12640135
423.1000061,0.142474502
423.3000183,0.089299001
423.5,0.163263738
423.7000122,0.127487227
423.8999939,0.095468134
424.1000061,0.138877869
424.3000183,0.105598651
424.5,0.115640357
424.7000122,0.171619803
424.8999939,0.095730424
425.1000061,0.133400664
425.3000183,0.085567594
425.5,0.136355236
425.7000122,0.067121178
425.8999939,0.143422648
426.1000061,-0.060738582
426.3000183,0.224077627
426.5,0.164534167
426.7000122,0.148129121
426.8999939,0.087602325
427.1000061,-0.009453761
427.3000183,0.117067456
427.5,0.078323103
427.7000122,0.116675906
427.8999939,0.192267016
428.1000061,0.030130163
428.3000183,0.206733599
428.5,0.116121538
428.7000122,0.087682553
